PMID,Flesch-Kincaid Grade Level,Gunning Fog Index,SMOG Index,Active Voice (%),Passive Voice (%),Clause Density,Type-Token Ratio,Lexical Density,Stopword Frequency,Hedging Term Frequency,Modal Verb Frequency,DOI,target_variable
11856736,-15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1074/jbc.M110944200,1
11976335,11.1,13.2,0.0,100.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,10.1074/jbc.M202465200,1
14742439,9.6,12.0,11.2,80.0,20.0,1.0,0.6140350877192983,0.4912280701754385,0.4035087719298245,0.0,0.0175438596491228,10.1074/jbc.M308225200,1
15846635,9.4,7.17,12.4,87.66419189034838,12.335808109651628,1.116504854368932,0.0840985132449498,0.5564136751276697,0.2265351815048678,0.0015345525898719,0.001433926190536,10.1002/14651858.CD002291.pub3,1
15970594,11.1,13.2,0.0,100.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,10.1074/jbc.M501238200,1
16856030,5.9,5.25,9.5,98.43418691893656,1.565813081063448,2.545424889903768,0.0333472737948893,0.4569683298059741,0.06780133574968,0.0001351802332703,0.000266136084251,10.1002/14651858.CD004125.pub2,1
17375192,11.1,9.72,13.3,52.88888888888889,47.11111111111111,1.0133333333333334,0.2147274835717046,0.6177039041360649,0.195400077309625,0.0003865481252415,0.0003865481252415,10.1371/journal.pone.0000306,1
17443532,11.8,9.28,13.4,78.83597883597884,21.164021164021165,1.0343915343915344,0.1345863037373082,0.5698855044286023,0.2328796716353424,0.0024483329732843,0.0038885288399222,10.1002/14651858.CD003908.pub2,1
17476336,13.1,10.81,15.0,54.32098765432099,45.67901234567901,1.037037037037037,0.2485404503753127,0.6069641367806505,0.2210175145954962,0.0010425354462051,0.0010425354462051,10.1371/journal.pone.0000414,1
17636815,13.9,11.83,15.6,94.68242245199409,5.317577548005908,1.0413589364844904,0.1995348837209302,0.5032558139534884,0.2702325581395349,0.0025581395348837,0.0106976744186046,10.1002/14651858.CD005961.pub2,1
18060070,8.5,10.15,11.7,75.0,25.0,1.3541666666666667,0.3311524911927529,0.5470558631102164,0.2375440362355309,0.003522898842476,0.0040261701056869,10.1371/journal.pone.0001276,1
18197254,11.3,10.4,12.8,91.06382978723404,8.936170212765958,1.0,0.2394526795895097,0.4834663625997719,0.2394526795895097,0.0028506271379703,0.0028506271379703,10.1371/journal.pone.0001444,1
18253501,12.4,11.01,13.8,57.93103448275862,42.06896551724138,1.0413793103448277,0.2303427419354838,0.5960181451612904,0.2565524193548387,0.003024193548387,0.0015120967741935,10.1371/journal.pone.0001554,1
